date,portfolio_value
2022-11-04,2028304.341490586
2022-11-07,2031137.4651031888
2022-11-08,2031137.4651031888
2022-11-09,2031137.4651031888
2022-11-10,2031137.4651031888
2022-11-11,2028918.6292012816
2022-11-14,2027785.6078762822
2022-11-15,2026824.8028056263
2022-11-16,2026707.643647947
2022-11-17,2027025.0093991286
2022-11-18,2027748.7480219726
2022-11-21,2028992.9852390462
2022-11-22,2030347.6607642956
2022-11-23,2031749.278021351
2022-11-25,2032831.2860414323
2022-11-28,2033593.354675571
2022-11-29,2034127.7220449145
2022-11-30,2034670.0192429102
2022-12-01,2035205.2267690077
2022-12-02,2036435.719916526
2022-12-05,2038476.911418979
2022-12-06,2040740.2389389642
2022-12-07,2043111.0730262406
2022-12-08,2045602.1462669794
2022-12-09,2045602.1462669794
2022-12-12,2047435.1165695095
2022-12-13,2047435.1165695095
2022-12-14,2046894.0075418234
2022-12-15,2045165.4055612984
2022-12-16,2045165.4055612984
2022-12-19,2045165.4055612984
2022-12-20,2045165.4055612984
2022-12-21,2044059.1211599717
2022-12-22,2042670.4614016777
2022-12-23,2041321.6064358235
2022-12-27,2039988.8365125712
2022-12-28,2038665.1945142045
2022-12-29,2037549.8875435279
2022-12-30,2036770.5345590662
2023-01-03,2036643.638476827
2023-01-04,2037727.5182513432
2023-01-05,2039869.8402940645
2023-01-06,2042315.8606884573
2023-01-09,2044979.4899998
2023-01-10,2047211.2037773097
2023-01-11,2048451.634036114
2023-01-12,2049011.0421599806
2023-01-13,2049323.2743268583
2023-01-17,2049229.2941693256
2023-01-18,2049629.2244714345
2023-01-19,2050634.5226431575
2023-01-20,2052000.0843710394
2023-01-23,2053836.7351325485
2023-01-24,2056200.254371456
2023-01-25,2058812.3347371856
2023-01-26,2062241.9446453846
2023-01-27,2066837.8414569276
2023-01-30,2072596.6293840688
2023-01-31,2072596.6293840688
2023-02-01,2072596.6293840688
2023-02-02,2067857.5642303692
2023-02-03,2060336.4510767786
2023-02-06,2060336.4510767786
2023-02-07,2053232.2185590735
2023-02-08,2046667.23255308
2023-02-09,2040070.835918141
2023-02-10,2033423.4694673482
2023-02-13,2027148.2439700447
2023-02-14,2021079.4786257127
2023-02-15,2014874.6680440924
2023-02-16,2008887.4329663978
2023-02-17,2003020.4360537967
2023-02-21,1996806.5084346165
2023-02-22,1990631.184881524
2023-02-23,1985024.2111278244
2023-02-24,1978943.0757677597
2023-02-27,1973294.0303302868
2023-02-28,1968691.8654300119
2023-03-01,1965001.4020094103
2023-03-02,1961934.4385266842
2023-03-03,1959466.4697993435
2023-03-06,1957710.4999495856
2023-03-07,1957710.4999495856
2023-03-08,1957710.4999495856
2023-03-09,1957710.4999495856
2023-03-10,1957953.1180841571
2023-03-13,1957953.1180841571
2023-03-14,1959854.813604773
2023-03-15,1962528.5441242922
2023-03-16,1963833.6113105253
2023-03-17,1965601.4103380647
2023-03-20,1966206.7907209513
2023-03-21,1966206.7907209513
2023-03-22,1964273.117854801
2023-03-23,1964273.117854801
2023-03-24,1964273.117854801
2023-03-27,1964273.117854801
2023-03-28,1964273.117854801
2023-03-29,1964273.117854801
2023-03-30,1964273.117854801
2023-03-31,1963587.1158736832
2023-04-03,1962724.701355879
2023-04-04,1962082.0342018139
2023-04-05,1960835.710429477
2023-04-06,1960585.5698192606
2023-04-10,1960085.1228172407
2023-04-11,1957752.6761785157
2023-04-12,1957152.8445588078
2023-04-13,1956999.5186403454
2023-04-14,1956844.2189842097
2023-04-17,1956913.3259468696
2023-04-18,1956913.3259468696
2023-04-19,1955202.789081778
2023-04-20,1954336.4170269284
2023-04-21,1952693.592483679
2023-04-24,1949796.8019858121
2023-04-25,1947950.2762504332
2023-04-26,1944907.7809541095
2023-04-27,1941681.1161609855
2023-04-28,1938371.5041667782
2023-05-01,1934845.2982168724
2023-05-02,1931282.7711769948
2023-05-03,1927628.1025446726
2023-05-04,1923977.3969450847
2023-05-05,1927222.5261732305
2023-05-08,1925637.7199691597
2023-05-09,1924062.554421724
2023-05-10,1922170.7482381093
2023-05-11,1920783.7038432122
2023-05-12,1920578.5410893634
2023-05-15,1920578.5410893634
2023-05-16,1920578.5410893634
2023-05-17,1920578.5410893634
2023-05-18,1920578.5410893634
2023-05-19,1920578.5410893634
2023-05-22,1920578.5410893634
2023-05-23,1920578.5410893634
2023-05-24,1922054.498170017
2023-05-25,1924615.9995266686
2023-05-26,1926915.997555192
2023-05-30,1929453.7677156376
2023-05-31,1932208.347529018
2023-06-01,1934882.7051924816
2023-06-02,1937192.5831816872
2023-06-05,1939405.7965254406
2023-06-06,1939405.7965254406
2023-06-07,1938003.0609911124
2023-06-08,1938003.0609911124
2023-06-09,1937217.3653681297
2023-06-12,1937217.3653681297
2023-06-13,1937217.3653681297
2023-06-14,1937217.3653681297
2023-06-15,1937217.3653681297
2023-06-16,1937217.3653681297
2023-06-20,1939940.9364720327
2023-06-21,1939940.9364720327
2023-06-22,1942156.2948870116
2023-06-23,1944027.4680209502
2023-06-26,1945754.0037371041
2023-06-27,1947385.979979173
2023-06-28,1949573.6051041475
2023-06-29,1952017.3235248302
2023-06-30,1954812.7025597594
2023-07-03,1957905.3186329962
2023-07-05,1961523.471873798
2023-07-06,1964807.1454711587
2023-07-07,1967296.5665426662
2023-07-10,1969034.9095213008
2023-07-11,1969903.3501588954
2023-07-12,1969903.3501588954
2023-07-13,1969070.8368478683
2023-07-14,1969070.8368478683
2023-07-17,1969070.8368478683
2023-07-18,1969070.8368478683
2023-07-19,1971848.584959327
2023-07-20,1975147.3873059484
2023-07-21,1978747.5715917104
2023-07-24,1978747.5715917104
2023-07-25,1978747.5715917104
2023-07-26,1978747.5715917104
2023-07-27,1978747.5715917104
2023-07-28,1978747.5715917104
2023-07-31,1974640.729532488
2023-08-01,1970476.4396842793
2023-08-02,1966447.441816926
2023-08-03,1964941.946384079
2023-08-04,1967440.0149433166
2023-08-07,1968775.4896750452
2023-08-08,1969082.947563934
2023-08-09,1968386.2106327687
2023-08-10,1967145.1760949318
2023-08-11,1965820.749608354
2023-08-14,1965508.8364140904
2023-08-15,1965385.0455649893
2023-08-16,1965739.5734714488
2023-08-17,1966322.094683265
2023-08-18,1966795.8020634076
2023-08-21,1967209.4522709504
2023-08-22,1967811.0647626189
2023-08-23,1968739.6281848906
2023-08-24,1970145.695999785
2023-08-25,1972301.3997417514
2023-08-28,1974661.36857382
2023-08-29,1977136.103795922
2023-08-30,1979804.4658449502
2023-08-31,1982876.8451022138
2023-09-01,1986435.4202161392
2023-09-05,1990516.4849371146
2023-09-06,1995144.0660147304
2023-09-07,2000074.6795958618
2023-09-08,2005105.2724267181
2023-09-11,2009633.0168633428
2023-09-12,2013693.0676152324
2023-09-13,2017134.0256185029
2023-09-14,2019989.1641866385
2023-09-15,2022408.222949251
2023-09-18,2024657.898438213
2023-09-19,2027464.009174676
2023-09-20,2030743.3043256146
2023-09-21,2034031.7876035513
2023-09-22,2037158.0638176028
2023-09-25,2040274.5034838526
2023-09-26,2042533.5377611683
2023-09-27,2044293.8397684847
2023-09-28,2046047.3872965814
2023-09-29,2047767.9642351337
2023-10-02,2049255.5206114284
2023-10-03,2050318.2696210544
2023-10-04,2050606.9914715998
2023-10-05,2050148.5168225386
2023-10-06,2049092.7960622683
2023-10-09,2047619.9644977408
2023-10-10,2046345.2064325954
2023-10-11,2045506.3455829902
2023-10-12,2044773.4754527065
2023-10-13,2043942.086360364
2023-10-16,2042303.680091251
2023-10-17,2044424.1080029914
2023-10-18,2048000.791774705
2023-10-19,2052818.90219212
2023-10-20,2058599.9874255215
2023-10-23,2064787.708054391
2023-10-24,2071488.9204096734
2023-10-25,2078214.927690212
2023-10-26,2084935.795427248
2023-10-27,2091505.9359779188
2023-10-30,2097816.154520255
2023-10-31,2103835.2133314605
2023-11-01,2109166.370280362
2023-11-02,2113965.0936825993
2023-11-03,2118497.949794803
2023-11-06,2122597.796228356
2023-11-07,2126375.222455876
2023-11-08,2130427.522494871
2023-11-09,2134784.8476998075
2023-11-10,2139320.564990341
2023-11-13,2144263.6384514715
2023-11-14,2149332.0987212704
2023-11-15,2154476.8571731825
2023-11-16,2159482.8409848404
2023-11-17,2164637.937264838
2023-11-20,2169987.215509936
2023-11-21,2175498.2580000237
2023-11-22,2181363.9556731316
2023-11-24,2187553.8176963488
2023-11-27,2193808.5049003186
2023-11-28,2200283.60780277
2023-11-29,2207088.958185827
2023-11-30,2213912.2070506667
2023-12-01,2220802.744811241
2023-12-04,2227484.9247548655
2023-12-05,2233761.884652107
2023-12-06,2239762.516387198
2023-12-07,2245386.828832252
2023-12-08,2250318.6414443566
2023-12-11,2254910.248584548
2023-12-12,2258823.410689152
2023-12-13,2258823.410689152
2023-12-14,2258823.410689152
2023-12-15,2258823.410689152
2023-12-18,2258823.410689152
2023-12-19,2258823.410689152
2023-12-20,2258823.410689152
2023-12-21,2258823.410689152
2023-12-22,2258983.866112312
2023-12-26,2259642.961216154
2023-12-27,2260035.379161013
2023-12-28,2260839.755366909
2023-12-29,2262262.2256031223
2024-01-02,2263535.558948731
2024-01-03,2264345.3531612107
2024-01-04,2264938.7103994978
2024-01-05,2265134.4234133065
2024-01-08,2265134.4234133065
2024-01-09,2265134.4234133065
2024-01-10,2265134.4234133065
2024-01-11,2265134.4234133065
2024-01-12,2263500.271362018
2024-01-16,2261055.3406076133
2024-01-17,2261055.3406076133
2024-01-18,2261055.3406076133
2024-01-19,2261055.3406076133
2024-01-22,2261055.3406076133
2024-01-23,2261055.3406076133
2024-01-24,2257039.303100112
2024-01-25,2255542.5946686533
2024-01-26,2255542.5946686533
2024-01-29,2255542.5946686533
2024-01-30,2255542.5946686533
2024-01-31,2258585.363524887
2024-02-01,2265907.3986354875
2024-02-02,2272701.8009710023
2024-02-05,2278755.4850431015
2024-02-06,2284703.500138495
2024-02-07,2289495.755151114
2024-02-08,2289495.755151114
2024-02-09,2289495.755151114
2024-02-12,2288648.662483585
2024-02-13,2287831.8187687984
2024-02-14,2287627.51151849
2024-02-15,2287629.17808208
2024-02-16,2287230.5178129612
2024-02-20,2286980.817217604
2024-02-21,2286980.817217604
2024-02-22,2286980.817217604
2024-02-23,2286980.817217604
2024-02-26,2286980.817217604
2024-02-27,2286980.817217604
2024-02-28,2286980.817217604
2024-02-29,2286980.817217604
2024-03-01,2286980.817217604
2024-03-04,2287437.9611030538
2024-03-05,2287437.9611030538
2024-03-06,2289667.136202094
2024-03-07,2292732.9806419723
2024-03-08,2296292.5580534376
2024-03-11,2300228.5273768306
2024-03-12,2304574.402540665
2024-03-13,2308861.9875089778
2024-03-14,2312577.819866014
2024-03-15,2316316.0340040275
2024-03-18,2319563.1106524575
2024-03-19,2319563.1106524575
2024-03-20,2317616.4320286266
2024-03-21,2316408.8340839352
2024-03-22,2315658.8442181936
2024-03-25,2315117.61844165
2024-03-26,2314161.413162227
2024-03-27,2312523.3634031434
2024-03-28,2310165.5212519695
2024-04-01,2307398.8458467727
2024-04-02,2303920.8861255245
2024-04-03,2300833.881515305
2024-04-04,2299485.6634776443
2024-04-05,2300042.2154747904
2024-04-08,2302659.938971943
2024-04-09,2307231.0254645986
2024-04-10,2312805.839489258
2024-04-11,2318263.533073178
2024-04-12,2323625.274924029
2024-04-15,2323625.274924029
2024-04-16,2318508.965870871
2024-04-17,2318508.965870871
2024-04-18,2312560.8898717095
2024-04-19,2306727.4562494876
2024-04-22,2300865.6543587577
2024-04-23,2295078.621196373
2024-04-24,2289311.787715225
2024-04-25,2283404.3951999033
2024-04-26,2277155.923709914
2024-04-29,2270321.9975357843
2024-04-30,2263006.933389692
2024-05-01,2255196.1362996977
2024-05-02,2247249.330640785
2024-05-03,2240530.5385697884
2024-05-06,2235082.806370716
2024-05-07,2239021.1494342396
2024-05-08,2241968.8374986644
2024-05-09,2244261.377694634
2024-05-10,2246708.223725383
2024-05-13,2249011.2431155695
2024-05-14,2250934.648335759
2024-05-15,2252170.601189138
2024-05-16,2252267.027986308
2024-05-17,2251341.8273043856
2024-05-20,2249550.2087567085
2024-05-21,2247178.943844936
2024-05-22,2244394.595514087
2024-05-23,2241238.530860806
2024-05-24,2237888.632819104
2024-05-28,2234062.4781703018
2024-05-29,2229204.419240195
2024-05-30,2223782.0703511327
2024-05-31,2218084.777097957
2024-06-03,2211791.706242512
2024-06-04,2205066.525176614
2024-06-05,2198281.849326193
2024-06-06,2191147.4115599347
2024-06-07,2183529.3174159694
2024-06-10,2175486.925348842
2024-06-11,2167210.604066296
2024-06-12,2158485.807205404
2024-06-13,2167434.4069978907
2024-06-14,2176105.531478985
2024-06-17,2176105.531478985
2024-06-18,2182715.5012013437
2024-06-20,2188332.016215869
2024-06-21,2192786.9624077724
2024-06-24,2196425.0871343375
2024-06-25,2199442.0140145062
2024-06-26,2201995.991793841
2024-06-27,2203748.4890923426
2024-06-28,2204648.205306598
2024-07-01,2205538.8090914027
2024-07-02,2205538.8090914027
2024-07-03,2205538.8090914027
2024-07-05,2205538.8090914027
2024-07-08,2205538.8090914027
2024-07-09,2205967.8769141566
2024-07-10,2205967.8769141566
2024-07-11,2205967.8769141566
2024-07-12,2205904.5351003613
2024-07-15,2205904.5351003613
2024-07-16,2205904.5351003613
2024-07-17,2205904.5351003613
2024-07-18,2205904.5351003613
2024-07-19,2205904.5351003613
2024-07-22,2205904.5351003613
2024-07-23,2206285.8568063406
2024-07-24,2206285.8568063406
2024-07-25,2206285.8568063406
2024-07-26,2206285.8568063406
2024-07-29,2203062.008131732
2024-07-30,2199755.4956683433
2024-07-31,2196722.3336290233
2024-08-01,2196722.3336290233
2024-08-02,2197958.607296417
2024-08-05,2199970.3552415664
2024-08-06,2201515.2762607974
2024-08-07,2201515.2762607974
2024-08-08,2201515.2762607974
2024-08-09,2202132.1358951023
2024-08-12,2202868.460473728
2024-08-13,2204177.8862497434
2024-08-14,2205700.461188742
2024-08-15,2207756.8043089746
2024-08-16,2207756.8043089746
2024-08-19,2210712.1809619563
2024-08-20,2214166.178632892
2024-08-21,2218247.035461463
2024-08-22,2218247.035461463
2024-08-23,2218247.035461463
2024-08-26,2218247.035461463
2024-08-27,2224213.1023030756
2024-08-28,2230299.1661381754
2024-08-29,2230299.1661381754
2024-08-30,2234005.6068576314
2024-09-03,2240139.4085752037
2024-09-04,2246814.9506574525
2024-09-05,2254058.9854244613
2024-09-06,2261970.764952416
2024-09-09,2270848.844013031
2024-09-10,2279918.6193076745
2024-09-11,2288745.4958620183
2024-09-12,2297443.212635032
2024-09-13,2305834.4687103606
2024-09-16,2313688.6608473263
2024-09-17,2321013.097384416
2024-09-18,2327772.310298438
2024-09-19,2333524.558234383
2024-09-20,2338001.5190815157
2024-09-23,2341033.9258610983
2024-09-24,2342630.4920388465
2024-09-25,2343247.3013710473
2024-09-26,2343834.121537104
2024-09-27,2345279.2575933295
2024-09-30,2347678.8367322944
2024-10-01,2350881.3267048355
2024-10-02,2354643.65020513
2024-10-03,2358120.0399366296
2024-10-04,2360902.7637153906
2024-10-07,2363681.486932067
2024-10-08,2366688.5595577788
2024-10-09,2370454.60759331
2024-10-10,2376242.5939103286
2024-10-11,2383588.439907567
2024-10-14,2392072.9025132055
2024-10-15,2401352.4460396864
2024-10-16,2410939.407587742
2024-10-17,2420062.945812526
2024-10-18,2428826.6131207203
2024-10-21,2437480.131890677
2024-10-22,2446494.770531275
2024-10-23,2456255.9677904397
2024-10-24,2466542.583114419
2024-10-25,2476878.9496264304
2024-10-28,2486795.3989539426
2024-10-29,2496104.557115816
2024-10-30,2504848.7399382195
2024-10-31,2512634.3826982677
2024-11-01,2520461.189034068
2024-11-04,2528759.7668882683
2024-11-05,2537038.215285326
2024-11-06,2544860.2449813513
2024-11-07,2551598.9801598988
2024-11-08,2555909.8504336393
2024-11-11,2557766.5338177728
2024-11-12,2557656.5863726973
2024-11-13,2555994.9590861145
2024-11-14,2554018.7156198393
2024-11-15,2552326.950759613
2024-11-18,2550700.8894341183
2024-11-19,2549043.3789751674
2024-11-20,2546893.037882886
2024-11-21,2543728.4616779895
2024-11-22,2539841.6176690655
2024-11-25,2535368.273574614
2024-11-26,2530047.581656724
2024-11-27,2524194.8776952308
2024-11-29,2518015.3859416265
2024-12-02,2511913.036861566
2024-12-03,2505902.283416557
2024-12-04,2500316.1025386937
2024-12-05,2494730.331465455
2024-12-06,2489060.779007919
2024-12-09,2483723.68571189
2024-12-10,2478893.4372467473
2024-12-11,2474890.816977272
2024-12-12,2472056.783461887
2024-12-13,2470613.082614555
2024-12-16,2469784.7280841004
2024-12-17,2469599.862447251
2024-12-18,2470429.7794363457
2024-12-19,2472042.510825718
2024-12-20,2474028.2742002774
2024-12-23,2475358.882825249
2024-12-24,2475617.718682516
2024-12-26,2474292.52692233
2024-12-27,2471969.964244612
2024-12-30,2468682.293531904
2024-12-31,2465781.382551508
2025-01-02,2463296.883782718
2025-01-03,2461083.93518246
2025-01-06,2458500.5840987107
2025-01-07,2459743.2979488513
2025-01-08,2461337.7883611755
2025-01-10,2463404.675536833
2025-01-13,2464317.978150503
2025-01-14,2468102.458797224
2025-01-15,2471245.5347616062
2025-01-16,2476512.1331818714
2025-01-17,2482387.5734034916
2025-01-21,2488716.758471152
2025-01-22,2495820.4742689603
2025-01-23,2504001.5528922253
2025-01-24,2512581.8802983672
2025-01-27,2521747.12018858
2025-01-28,2532481.082453064
2025-01-29,2543978.259683376
2025-01-30,2556565.7381683704
2025-01-31,2570111.8527800683
2025-02-03,2584344.234817764
2025-02-04,2597711.2527881884
2025-02-05,2599775.070460628
2025-02-06,2605751.6636093506
2025-02-07,2607413.419787519
2025-02-10,2607413.419787519
2025-02-11,2607413.419787519
2025-02-12,2611680.6897069234
2025-02-13,2614150.6818138002
2025-02-14,2616834.2682273877
2025-02-18,2627562.070727936
2025-02-19,2640619.6975007867
2025-02-20,2653793.4615033586
2025-02-21,2653793.4615033586
2025-02-24,2648963.34808701
2025-02-25,2652830.349592227
2025-02-26,2661532.504161209
2025-02-27,2665566.5352758532
2025-02-28,2666451.0459145685
2025-03-03,2667265.821964745
2025-03-04,2667213.386873267
2025-03-05,2666853.152035032
2025-03-06,2667435.706937808
2025-03-07,2668542.9885548195
2025-03-10,2671462.8405653886
2025-03-11,2674974.7409325857
2025-03-12,2677831.6545716845
2025-03-13,2678282.127800181
2025-03-14,2678327.4872772964
2025-03-17,2677922.14879715
2025-03-18,2676500.755238626
2025-03-19,2674852.64366818
2025-03-20,2673801.1486131037
2025-03-21,2673368.084978468
2025-03-24,2672941.35973671
2025-03-25,2672941.35973671
2025-03-26,2672941.35973671
2025-03-27,2674629.2149355775
2025-03-28,2677810.315722334
2025-03-31,2683828.4483480966
2025-04-01,2691935.9586760537
2025-04-02,2701837.224644954
2025-04-03,2713583.3856100515
2025-04-04,2727320.5883720475
2025-04-07,2740766.1113689933
2025-04-08,2755288.9726158804
2025-04-09,2770264.422334156
2025-04-10,2785288.3929317174
2025-04-11,2799343.957742122
2025-04-14,2813384.859644004
2025-04-15,2826817.5945810233
2025-04-16,2840045.6821068227
2025-04-17,2853243.4728371645
2025-04-21,2867002.766280897
2025-04-22,2880608.9664245234
2025-04-23,2893304.9620581847
2025-04-24,2905023.9095396698
2025-04-25,2915338.5743105863
2025-04-28,2923862.5530495616
2025-04-29,2931334.3972790125
2025-04-30,2936402.9598149224
2025-05-01,2939226.178661341
2025-05-02,2940168.1352848266
2025-05-05,2939680.516737615
2025-05-06,2937923.02726825
2025-05-07,2936765.440270044
2025-05-08,2935280.068334174
2025-05-09,2938400.114771021
2025-05-12,2944189.5578614874
2025-05-13,2953020.9429454086
2025-05-14,2964894.327083392
2025-05-15,2979280.119537447
2025-05-16,2994297.963702002
2025-05-19,2998632.0012490028
2025-05-20,2998632.0012490028
2025-05-21,2982756.699841075
2025-05-22,2967547.313236336
2025-05-23,2952634.3174834815
2025-05-27,2938167.529232944
2025-05-28,2924229.399915156
2025-05-29,2910612.1731510884
2025-05-30,2897244.828248536
2025-06-02,2884697.232025131
2025-06-03,2872724.751778377
2025-06-04,2860990.3700098703
2025-06-05,2849543.2174187927
2025-06-06,2838195.3390218923
2025-06-09,2827313.122153183
2025-06-10,2818245.5735241096
2025-06-11,2811535.3128170595
2025-06-12,2807385.9275696445
2025-06-13,2805333.914797156
2025-06-16,2805880.282908903
2025-06-17,2807789.5657067993
2025-06-18,2810134.261141909
2025-06-20,2812940.029504417
2025-06-23,2816600.376996527
2025-06-24,2819932.112921413
2025-06-25,2823946.0084239244
2025-06-26,2828898.9740632614
2025-06-27,2834173.4066066695
2025-06-30,2839935.3958000788
2025-07-01,2845915.8402367895
2025-07-02,2847012.5014930167
2025-07-03,2847012.5014930167
2025-07-07,2842723.7963143764
2025-07-08,2840774.3541125306
2025-07-09,2839383.867620002
2025-07-10,2838456.9430866246
2025-07-11,2843020.5361584174
2025-07-14,2847048.5532053364
2025-07-15,2850988.373834941
2025-07-16,2854933.646491901
2025-07-17,2858884.378720875
2025-07-18,2862840.578076962
2025-07-21,2866802.2521257163
2025-07-22,2870769.4084431618
2025-07-23,2874588.4534703176
2025-07-24,2878242.7375979996
2025-07-25,2882214.479258684
2025-07-28,2883529.9666981497
2025-07-29,2884869.59863687
2025-07-30,2888861.757023362
